player_name,surface,tourney_level,avg_ace,avg_df,avg_svpt,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced
Martin Landaluce,Clay,A,3.0,1.0,68.0,46.0,30.0,17.0,13.0,3.0,6.0
Martin Landaluce,Clay,M,6.0,5.0,53.0,31.0,19.0,5.0,8.0,0.0,5.0
Marton Fucsovics,Clay,A,2.3333333333333335,4.0,92.0,55.0,38.333333333333336,16.666666666666668,13.333333333333334,5.333333333333333,8.666666666666666
Marton Fucsovics,Clay,G,3.5,5.5,103.0,66.5,46.0,17.0,14.0,3.5,8.5
Marton Fucsovics,Clay,M,2.2,3.8,75.2,40.4,26.4,17.8,10.4,6.6,9.4
Marton Fucsovics,Grass,A,7.75,3.75,74.75,44.0,35.0,16.5,12.5,1.0,2.5
Marton Fucsovics,Grass,G,7.666666666666667,6.333333333333333,119.0,69.33333333333333,52.0,25.333333333333332,18.0,4.0,6.333333333333333
Marton Fucsovics,Hard,A,2.9,3.0,73.7,43.0,30.9,15.5,11.1,3.6,5.7
Marton Fucsovics,Hard,G,5.6,4.6,132.4,82.2,55.4,23.8,20.6,7.2,13.0
Marton Fucsovics,Hard,M,3.9,2.3,70.5,42.1,30.0,16.3,11.7,3.1,5.3
Mate Valkusz,Hard,A,1.0,1.0,63.0,41.5,29.5,10.0,11.0,1.0,3.0
Mateus Alves,Clay,A,5.0,2.0,75.0,49.0,31.0,9.0,10.0,5.0,9.0
Mathias Bourgue,Hard,A,4.0,1.0,79.0,52.0,36.0,11.0,11.0,7.0,10.0
Matija Pecotic,Hard,A,6.0,5.5,73.0,45.0,33.0,13.5,11.0,5.0,7.5
Matteo Arnaldi,Clay,A,5.125,3.375,86.75,47.5,32.5,21.375,12.625,6.375,9.0
Matteo Arnaldi,Clay,G,4.5,4.5,117.5,65.0,39.5,29.5,17.0,10.5,14.5
Matteo Arnaldi,Clay,M,4.2,2.8,78.6,45.8,32.2,17.2,12.0,6.2,8.6
Matteo Arnaldi,Grass,G,9.0,4.0,115.0,61.0,42.0,32.0,20.0,3.0,8.0
Matteo Arnaldi,Hard,A,5.833333333333333,3.5,84.83333333333333,50.333333333333336,34.666666666666664,18.333333333333332,11.833333333333334,3.8333333333333335,6.166666666666667
Matteo Arnaldi,Hard,G,6.0,2.5,93.25,60.5,42.0,18.0,15.25,4.0,6.5
Matteo Arnaldi,Hard,M,6.4,3.4,87.0,50.0,35.6,18.4,12.8,6.6,9.2
Matteo Berrettini,Clay,M,2.0,1.6666666666666667,51.0,34.333333333333336,26.333333333333332,9.0,8.666666666666666,1.0,2.0
Matteo Berrettini,Grass,A,5.0,1.0,42.0,24.0,14.0,6.0,7.0,2.0,6.0
Matteo Berrettini,Grass,G,13.5,2.25,113.5,75.25,60.5,20.75,18.5,4.5,5.5
Matteo Berrettini,Hard,A,7.375,1.25,58.875,38.25,30.75,11.25,9.75,2.125,2.875
Matteo Berrettini,Hard,G,16.666666666666668,0.6666666666666666,106.66666666666667,70.0,54.0,17.666666666666668,17.0,5.666666666666667,7.333333333333333
Matteo Berrettini,Hard,M,8.6,2.4,69.6,43.6,35.4,12.0,11.2,2.6,4.2
Matteo Martineau,Hard,A,4.0,3.0,59.0,38.0,26.0,9.0,9.0,6.0,9.0
Mattia Bellucci,Hard,G,9.0,7.0,122.0,72.0,58.0,24.0,20.0,3.0,7.0
Max Hans Rehberg,Clay,A,1.0,4.0,109.0,78.0,53.0,10.0,16.0,6.0,10.0
Max Purcell,Clay,A,5.333333333333333,1.0,87.66666666666667,55.666666666666664,35.666666666666664,15.666666666666666,12.666666666666666,7.0,10.666666666666666
Max Purcell,Clay,G,7.0,3.5,128.5,76.5,54.0,26.5,20.0,9.0,13.5
Max Purcell,Grass,A,5.0,0.0,58.5,36.0,21.5,11.5,9.0,6.0,9.0
Max Purcell,Grass,G,8.0,3.0,71.0,45.0,32.0,12.0,15.0,0.0,5.0
Max Purcell,Hard,A,9.090909090909092,2.6363636363636362,73.9090909090909,44.18181818181818,33.63636363636363,14.272727272727273,11.181818181818182,4.2727272727272725,6.2727272727272725
Max Purcell,Hard,G,21.5,4.5,135.5,84.0,66.0,20.0,20.5,8.5,12.5
Max Purcell,Hard,M,9.0,3.5,79.0,45.0,33.625,17.125,12.5,4.875,7.0
Maxime Cressy,Clay,A,9.0,20.0,97.0,56.0,41.0,14.0,14.0,8.0,13.0
Maxime Cressy,Clay,G,13.0,13.0,104.0,59.0,42.0,16.0,15.0,10.0,15.0
Maxime Cressy,Clay,M,7.0,12.0,77.33333333333333,41.0,32.666666666666664,16.333333333333332,11.333333333333334,3.3333333333333335,5.333333333333333
Maxime Cressy,Grass,A,11.6,10.4,85.6,51.0,39.2,16.0,13.2,4.4,6.6
Maxime Cressy,Grass,G,23.0,21.0,166.0,92.0,80.0,39.0,26.0,6.0,8.0
Maxime Cressy,Hard,A,15.785714285714286,9.428571428571429,78.14285714285714,47.07142857142857,38.785714285714285,16.285714285714285,12.642857142857142,3.0,3.9285714285714284
Maxime Cressy,Hard,G,22.0,12.5,102.0,62.0,51.0,22.0,18.5,3.0,5.5
Maxime Cressy,Hard,M,16.5,13.5,78.0,37.5,28.0,22.5,11.5,1.0,2.0
Maximilian Marterer,Clay,A,8.5,1.5,60.0,42.5,30.5,8.0,10.5,1.5,4.0
Maximilian Marterer,Grass,G,11.666666666666666,4.0,115.33333333333333,74.0,58.666666666666664,22.0,19.0,5.0,6.666666666666667
Maximilian Marterer,Hard,A,7.25,1.125,58.875,38.875,28.5,11.875,10.125,1.625,3.125
Maximilian Marterer,Hard,M,5.0,4.0,88.0,55.0,32.0,14.0,10.0,9.0,13.0
Michael Mmoh,Clay,G,2.0,6.0,78.0,48.0,26.0,5.0,11.0,9.0,16.0
Michael Mmoh,Grass,G,14.5,3.0,127.5,87.0,71.0,19.5,21.0,3.5,5.5
Michael Mmoh,Hard,A,5.857142857142857,3.9285714285714284,82.14285714285714,53.5,36.714285714285715,14.357142857142858,12.0,6.357142857142857,8.785714285714286
Michael Mmoh,Hard,G,10.833333333333334,5.333333333333333,116.33333333333333,73.5,53.0,21.5,18.833333333333332,3.5,7.333333333333333
Michail Pervolarakis,Hard,A,2.0,5.0,48.0,26.0,14.0,6.0,7.0,3.0,8.0
Mikael Ymer,Clay,A,4.0,1.5,59.0,43.5,27.5,7.0,8.5,4.0,6.5
Mikael Ymer,Clay,G,1.0,6.0,114.0,73.0,44.0,16.0,15.0,14.0,20.0
Mikael Ymer,Grass,A,3.8,5.2,89.6,58.4,39.0,15.0,13.2,6.4,9.4
Mikael Ymer,Grass,G,6.333333333333333,5.0,121.33333333333333,79.33333333333333,55.666666666666664,21.0,20.333333333333332,3.0,7.666666666666667
Mikael Ymer,Hard,A,1.6363636363636365,2.4545454545454546,70.54545454545455,50.18181818181818,30.727272727272727,10.181818181818182,10.545454545454545,3.727272727272727,7.0
Mikael Ymer,Hard,G,6.0,3.0,90.0,66.0,41.0,12.0,15.0,6.0,12.0
Mikael Ymer,Hard,M,0.5,2.0,74.5,55.5,34.5,9.0,10.5,5.5,8.5
Mikhail Kukushkin,Hard,A,4.0,3.0,109.0,70.0,50.0,23.0,17.0,5.0,7.0
Mikhail Kukushkin,Hard,M,0.0,0.5,72.0,51.0,31.0,12.0,10.5,4.0,6.5
Milos Raonic,Grass,A,12.0,7.5,63.0,40.5,32.0,10.0,9.5,3.0,4.5
Milos Raonic,Grass,G,24.5,5.0,133.5,88.5,73.0,22.0,22.5,6.0,8.0
Milos Raonic,Hard,G,8.0,8.0,84.0,39.0,32.0,15.0,13.0,9.0,14.0
Milos Raonic,Hard,M,20.333333333333332,5.333333333333333,76.0,44.666666666666664,38.0,16.666666666666668,12.0,2.6666666666666665,4.0
Miomir Kecmanovic,Clay,A,2.642857142857143,1.2857142857142858,65.42857142857143,40.214285714285715,27.928571428571427,13.214285714285714,10.285714285714286,3.357142857142857,5.642857142857143
Miomir Kecmanovic,Clay,G,4.0,3.0,197.0,119.0,78.0,45.0,28.0,5.0,10.0
Miomir Kecmanovic,Clay,M,3.0,1.0,77.0,44.666666666666664,28.666666666666668,19.666666666666668,12.333333333333334,2.3333333333333335,4.666666666666667
Miomir Kecmanovic,Grass,A,7.4,1.8,79.4,51.6,34.4,14.2,11.0,5.8,8.6
Miomir Kecmanovic,Grass,G,0.0,4.0,97.0,63.0,39.0,8.0,12.0,11.0,18.0
Miomir Kecmanovic,Hard,A,4.85,1.6,74.95,45.5,32.35,16.55,11.8,4.35,6.65
Miomir Kecmanovic,Hard,G,4.5,5.0,111.0,59.5,40.5,29.0,17.5,6.5,10.5
Miomir Kecmanovic,Hard,M,4.625,2.875,91.625,54.25,37.875,18.0,13.0,5.75,8.625
Mitchell Krueger,Hard,A,3.5,1.5,68.0,43.0,29.5,14.0,11.0,5.5,7.5
Nick Chappell,Hard,A,3.0,0.0,78.0,44.0,28.0,19.0,10.0,6.0,8.0
Nick Kyrgios,Grass,A,15.0,5.0,58.0,40.0,30.0,7.0,10.0,1.0,3.0
Nicolas Jarry,Clay,A,6.882352941176471,2.0588235294117645,68.58823529411765,42.470588235294116,32.88235294117647,14.294117647058824,11.352941176470589,1.8235294117647058,3.4705882352941178
Nicolas Jarry,Clay,G,10.5,3.25,118.0,77.0,57.25,21.25,17.75,7.0,9.0
Nicolas Jarry,Clay,M,5.0,1.2,69.0,47.6,34.0,11.4,11.2,4.4,6.2
Nicolas Jarry,Grass,A,6.25,2.75,72.75,49.25,36.5,13.0,11.75,5.0,6.5
Nicolas Jarry,Grass,G,19.666666666666668,2.0,123.66666666666667,87.33333333333333,67.66666666666667,17.333333333333332,19.666666666666668,5.666666666666667,8.0
Nicolas Jarry,Hard,A,10.0,1.75,87.875,57.375,43.625,16.25,13.625,3.5,4.75
Nicolas Jarry,Hard,G,15.2,2.2,97.8,65.2,50.0,18.0,16.8,3.6,6.2
Nicolas Jarry,Hard,M,6.555555555555555,2.0,65.88888888888889,41.111111111111114,33.55555555555556,13.444444444444445,10.88888888888889,3.111111111111111,4.111111111111111
Nicolas Moreno De Alboran,Hard,A,11.0,1.0,120.0,83.0,65.0,19.0,17.0,6.0,7.0
Nicolas Moreno De Alboran,Hard,G,8.0,8.0,93.0,62.0,36.0,10.0,13.0,8.0,14.0
Nikoloz Basilashvili,Hard,A,5.0,4.0,81.25,49.0,30.75,17.0,12.5,4.5,8.5
Nikoloz Basilashvili,Hard,G,9.0,11.0,125.0,68.0,50.0,26.0,20.0,3.0,8.0
Nikoloz Basilashvili,Hard,M,5.0,8.0,70.0,42.0,30.0,10.0,10.0,7.0,10.0
Nino Serdarusic,Clay,A,4.0,4.0,105.0,66.0,50.0,18.0,16.0,4.0,7.0
Novak Djokovic,Clay,A,3.5,1.0,82.0,61.5,41.5,12.0,12.5,3.5,5.5
Novak Djokovic,Clay,G,7.142857142857143,3.142857142857143,103.14285714285714,68.42857142857143,50.42857142857143,18.571428571428573,15.428571428571429,5.428571428571429,7.714285714285714
Novak Djokovic,Clay,M,3.3333333333333335,2.6666666666666665,69.66666666666667,45.0,31.333333333333332,12.666666666666666,12.0,3.3333333333333335,6.5
Novak Djokovic,Grass,G,9.714285714285714,1.5714285714285714,113.42857142857143,73.28571428571429,56.857142857142854,24.428571428571427,18.714285714285715,4.285714285714286,5.428571428571429
Novak Djokovic,Hard,A,7.857142857142857,2.642857142857143,71.64285714285714,45.285714285714285,36.285714285714285,15.785714285714286,12.214285714285714,1.8571428571428572,3.0
Novak Djokovic,Hard,G,8.357142857142858,3.642857142857143,90.85714285714286,57.142857142857146,45.42857142857143,18.642857142857142,14.857142857142858,3.7857142857142856,4.928571428571429
Novak Djokovic,Hard,M,6.0,3.7,73.8,44.5,34.3,17.5,12.1,2.3,3.7
Nuno Borges,Clay,A,2.3333333333333335,1.0,52.666666666666664,34.333333333333336,22.333333333333332,8.666666666666666,8.666666666666666,2.3333333333333335,5.333333333333333
Nuno Borges,Clay,G,5.0,6.0,132.0,71.0,53.5,32.0,21.5,5.0,10.0
Nuno Borges,Clay,M,3.0,1.3333333333333333,63.333333333333336,43.0,27.333333333333332,11.333333333333334,9.0,3.3333333333333335,5.333333333333333
Nuno Borges,Grass,A,3.0,1.0,49.0,36.0,26.0,8.0,9.0,4.0,6.0
Nuno Borges,Grass,G,5.0,9.0,169.0,106.0,70.0,26.0,20.0,17.0,22.0
Nuno Borges,Hard,A,4.7,2.8,74.4,50.0,34.6,11.6,11.5,4.1,6.9
Nuno Borges,Hard,G,4.5,4.5,135.0,94.0,61.0,26.0,21.0,4.0,8.0
Nuno Borges,Hard,M,1.0,0.5,49.5,26.0,15.5,11.0,8.0,2.5,6.0
Oleksii Krutykh,Clay,A,2.0,3.0,96.0,64.0,46.0,14.0,15.0,4.0,8.0
Oleksii Krutykh,Hard,A,5.0,5.0,114.0,62.0,38.0,21.0,14.0,11.0,17.0
Oleksii Krutykh,Hard,G,9.0,3.0,139.0,69.0,51.0,36.0,21.0,8.0,12.0
Omni Kumar,Hard,A,3.25,2.0,64.75,34.25,24.25,16.25,10.5,2.5,4.75
Oriol Roca Batalla,Clay,A,5.0,3.0,60.0,30.0,20.0,12.0,8.0,5.0,9.0
Oscar Otte,Clay,A,3.5,4.5,73.5,44.5,32.0,13.5,11.5,3.0,5.5
Oscar Otte,Clay,G,8.0,7.0,162.0,93.0,56.0,29.0,21.0,10.0,19.0
Oscar Otte,Clay,M,8.0,4.0,71.0,37.0,31.0,20.0,13.0,3.0,4.5
Oscar Otte,Grass,A,6.0,7.5,61.5,31.0,25.0,13.5,10.0,2.0,4.0
Oscar Otte,Grass,G,16.0,9.5,120.0,71.5,56.5,21.0,18.0,6.0,8.5
Oscar Otte,Hard,A,9.5,3.1666666666666665,68.83333333333333,35.5,26.5,17.0,11.833333333333334,2.8333333333333335,5.833333333333333
Oscar Otte,Hard,G,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0
Oscar Otte,Hard,M,7.333333333333333,2.6666666666666665,61.333333333333336,31.333333333333332,25.333333333333332,14.666666666666666,10.0,2.0,3.6666666666666665
Otto Virtanen,Clay,A,4.0,3.0,58.0,29.0,21.0,10.0,9.0,5.0,9.0
Otto Virtanen,Hard,A,4.0,5.0,37.0,23.0,15.0,3.0,7.0,2.0,6.0
Otto Virtanen,Hard,G,12.0,10.0,179.0,96.0,72.0,39.0,24.0,10.0,14.0
Pablo Andujar,Clay,A,0.0,6.0,46.5,28.5,13.5,7.0,7.5,2.5,7.0
Pablo Andujar,Hard,A,1.0,3.0,55.0,38.0,20.0,8.0,9.0,3.5,7.5
Pablo Carreno Busta,Hard,A,10.0,5.5,103.5,63.5,43.5,20.0,14.5,3.5,6.5
Pablo Carreno Busta,Hard,G,13.5,2.5,140.0,90.5,70.0,28.0,20.5,9.5,11.5
Pablo Llamas Ruiz,Clay,A,1.5,1.0,78.0,53.5,37.5,10.5,12.5,3.5,6.5
Patrick Kypson,Clay,G,2.0,1.0,130.0,83.0,41.0,20.0,17.0,16.0,26.0
Pavel Kotov,Clay,A,3.625,1.75,71.0,48.25,33.0,11.25,11.125,3.125,5.75
Pavel Kotov,Clay,M,2.0,1.0,88.0,60.0,42.0,16.0,14.0,3.0,5.0
Pavel Kotov,Grass,A,4.666666666666667,4.333333333333333,77.0,46.666666666666664,35.0,14.0,11.666666666666666,4.0,6.0
Pavel Kotov,Hard,A,3.2142857142857144,2.5,76.85714285714286,52.142857142857146,37.357142857142854,12.642857142857142,12.071428571428571,3.2142857142857144,5.0
Pavel Kotov,Hard,G,7.0,4.5,127.0,78.5,51.5,24.0,18.5,11.5,17.0
Pavel Kotov,Hard,M,2.5,2.0,53.0,36.5,20.5,7.5,8.0,5.0,9.0
Pedro Cachin,Clay,A,4.578947368421052,2.0,69.05263157894737,41.94736842105263,30.42105263157895,12.842105263157896,11.0,3.3684210526315788,5.894736842105263
Pedro Cachin,Clay,G,6.0,5.0,143.0,92.0,65.0,22.5,24.0,6.5,12.5
Pedro Cachin,Clay,M,6.6,2.6,79.6,51.0,38.6,16.8,12.4,2.6,4.2
Pedro Cachin,Grass,A,5.0,0.0,46.0,30.0,15.0,7.0,8.0,4.0,9.0
Pedro Cachin,Grass,G,10.0,3.0,103.0,70.0,46.0,14.0,16.0,7.0,11.0
Pedro Cachin,Hard,A,2.0,1.0,55.0,37.0,21.0,6.5,8.5,7.5,12.0
Pedro Cachin,Hard,G,8.5,4.0,95.0,58.0,43.0,19.0,16.0,2.0,5.0
Pedro Cachin,Hard,M,5.5,1.75,69.5,43.5,30.75,12.0,11.0,2.5,4.75
Pedro Martinez,Clay,A,1.2857142857142858,6.714285714285714,86.14285714285714,55.0,33.57142857142857,12.142857142857142,11.714285714285714,7.714285714285714,13.428571428571429
Pedro Martinez,Clay,G,0.0,10.0,157.0,102.0,70.0,24.0,23.0,10.0,16.0
Pedro Martinez,Clay,M,4.0,5.0,67.0,42.0,31.0,13.0,10.0,3.0,5.0
Pedro Martinez,Hard,A,1.0,3.6666666666666665,74.66666666666667,50.0,35.333333333333336,10.666666666666666,11.333333333333334,6.0,8.666666666666666
Pedro Martinez,Hard,G,0.0,4.0,84.0,61.0,38.0,10.0,14.0,0.0,4.0
Pedro Martinez,Hard,M,1.3333333333333333,4.0,91.33333333333333,58.0,37.333333333333336,19.333333333333332,12.333333333333334,5.666666666666667,8.0
Pedro Sousa,Clay,A,0.0,6.0,91.0,63.0,35.0,13.0,14.0,2.0,8.0
Philip Sekulic,Hard,A,5.5,4.0,103.0,64.0,44.0,18.0,16.0,7.5,12.5
Philip Sekulic,Hard,M,0.0,0.0,51.0,36.0,22.0,6.0,8.0,5.0,8.0
Pierre Hugues Herbert,Hard,A,11.75,2.25,76.0,53.25,40.5,10.75,12.0,3.0,4.25
Quentin Halys,Clay,A,10.6,4.0,75.0,42.4,35.4,18.8,12.8,1.6,2.2
Quentin Halys,Clay,G,19.0,11.0,185.0,111.0,83.0,41.0,27.0,6.0,9.0
Quentin Halys,Clay,M,14.0,2.0,92.0,54.5,44.0,21.5,15.5,4.0,5.5
Quentin Halys,Grass,G,17.0,5.333333333333333,106.66666666666667,60.333333333333336,47.0,26.666666666666668,17.0,3.6666666666666665,5.333333333333333
Quentin Halys,Hard,A,13.538461538461538,2.8461538461538463,72.0,42.76923076923077,34.61538461538461,14.0,12.0,3.1538461538461537,4.769230769230769
Quentin Halys,Hard,G,16.0,7.5,105.5,65.0,52.0,16.5,18.0,5.0,8.5
Quentin Halys,Hard,M,12.142857142857142,4.428571428571429,77.85714285714286,46.0,36.0,15.857142857142858,12.142857142857142,3.857142857142857,5.714285714285714
Radu Albot,Clay,A,0.0,1.3333333333333333,54.666666666666664,33.333333333333336,19.666666666666668,9.0,8.0,2.6666666666666665,6.333333333333333
Radu Albot,Clay,G,3.0,5.5,101.5,66.5,45.0,14.0,15.0,6.0,10.5
Radu Albot,Grass,G,0.0,6.0,124.0,81.0,51.0,18.0,19.0,9.0,16.0
Radu Albot,Hard,A,3.272727272727273,2.8181818181818183,75.27272727272727,47.81818181818182,32.63636363636363,13.181818181818182,11.090909090909092,3.909090909090909,6.7272727272727275
Radu Albot,Hard,G,1.0,4.0,89.0,54.0,32.0,18.0,13.0,6.0,11.0
Radu Albot,Hard,M,1.0,0.0,70.0,40.0,24.0,16.0,9.0,9.0,11.0
Rafael Nadal,Hard,A,6.0,4.0,93.5,55.5,37.0,18.5,14.0,8.0,12.0
Rafael Nadal,Hard,G,6.0,2.5,110.5,71.5,48.5,19.5,17.5,5.0,9.5
Ramkumar Ramanathan,Hard,A,11.0,6.0,92.0,42.0,33.0,23.0,15.0,3.0,7.0
Ricardas Berankis,Grass,A,5.0,3.0,66.0,39.0,26.0,11.0,9.0,2.0,5.0
Riccardo Bonadio,Clay,A,1.3333333333333333,2.3333333333333335,71.66666666666667,44.666666666666664,30.333333333333332,15.333333333333334,11.0,3.6666666666666665,5.666666666666667
Richard Gasquet,Clay,A,1.8,2.4,78.2,42.6,25.4,15.8,10.8,5.6,9.6
Richard Gasquet,Clay,G,3.0,4.0,103.0,49.0,34.0,21.0,17.0,2.0,10.0
Richard Gasquet,Clay,M,4.5,2.5,71.75,36.25,27.25,19.75,11.25,3.5,5.75
Richard Gasquet,Grass,A,5.2,3.6,82.4,49.2,34.4,18.4,12.2,5.6,7.8
Richard Gasquet,Grass,G,1.0,4.0,111.0,76.0,47.0,14.0,16.0,8.0,14.0
Richard Gasquet,Hard,A,6.0,2.6,75.53333333333333,43.53333333333333,32.46666666666667,16.2,11.666666666666666,4.333333333333333,6.666666666666667
Richard Gasquet,Hard,G,7.5,3.0,112.0,69.0,45.5,20.0,19.5,7.5,14.5
Richard Gasquet,Hard,M,4.0,2.7142857142857144,62.142857142857146,37.42857142857143,26.142857142857142,11.714285714285714,9.714285714285714,3.0,5.428571428571429
Rigele Te,Hard,M,4.0,3.0,65.0,36.0,21.0,17.0,9.0,7.0,10.0
Rinky Hijikata,Grass,A,4.0,2.1666666666666665,78.5,45.333333333333336,33.833333333333336,17.833333333333332,12.166666666666666,3.3333333333333335,5.166666666666667
Rinky Hijikata,Hard,A,2.5,3.5,76.0,44.666666666666664,29.333333333333332,12.666666666666666,10.833333333333334,5.833333333333333,9.666666666666666
Rinky Hijikata,Hard,G,6.333333333333333,4.333333333333333,113.0,64.33333333333333,45.0,22.666666666666668,17.166666666666668,6.0,10.5
Rinky Hijikata,Hard,M,1.5,2.75,70.25,42.0,27.5,12.75,10.0,5.25,8.75
Roberto Bautista Agut,Clay,A,1.75,1.0,64.0,41.75,27.5,13.5,10.5,1.75,4.0
Roberto Bautista Agut,Clay,G,1.5,2.5,100.5,60.5,41.5,18.0,16.5,7.0,12.0
Roberto Bautista Agut,Clay,M,3.8,1.2,84.8,53.2,36.2,17.2,12.6,4.8,7.4
Roberto Bautista Agut,Grass,A,2.0,1.0,64.0,42.75,33.0,12.25,11.0,2.25,3.75
Roberto Bautista Agut,Grass,G,6.0,3.0,184.0,125.0,87.0,31.0,29.0,9.0,13.0
Roberto Bautista Agut,Hard,A,5.428571428571429,1.9285714285714286,90.35714285714286,61.42857142857143,41.857142857142854,15.785714285714286,14.071428571428571,4.642857142857143,7.428571428571429
Roberto Bautista Agut,Hard,G,5.75,2.5,111.25,77.0,54.25,20.5,18.25,4.25,7.25
Roberto Bautista Agut,Hard,M,1.75,2.0,54.5,33.75,24.0,11.0,9.5,1.25,3.75
Roberto Carballes Baena,Clay,A,2.1578947368421053,2.3684210526315788,69.42105263157895,43.578947368421055,29.157894736842106,12.789473684210526,10.473684210526315,4.157894736842105,6.947368421052632
Roberto Carballes Baena,Clay,G,0.0,3.0,90.0,60.5,37.0,15.5,15.0,2.5,7.5
Roberto Carballes Baena,Clay,M,2.2,1.4,77.4,57.6,40.0,10.8,11.8,4.2,6.4
Roberto Carballes Baena,Grass,A,3.6666666666666665,3.0,70.33333333333333,45.666666666666664,31.333333333333332,12.333333333333334,11.0,5.0,7.333333333333333
Roberto Carballes Baena,Grass,G,2.0,5.0,112.5,62.0,42.5,29.0,18.5,5.0,8.5
Roberto Carballes Baena,Hard,A,3.2,2.6,71.8,44.8,31.4,13.6,11.6,3.0,5.8
Roberto Carballes Baena,Hard,G,4.0,2.3333333333333335,99.33333333333333,56.333333333333336,39.666666666666664,22.0,16.333333333333332,3.3333333333333335,7.666666666666667
Roberto Carballes Baena,Hard,M,2.25,1.5,54.75,31.25,19.5,12.0,7.75,2.75,5.25
Robin Haase,Hard,A,9.5,1.5,99.0,54.0,38.5,23.5,14.5,5.5,9.0
Rodrigo Pacheco Mendez,Hard,A,0.0,1.0,58.0,41.0,21.5,8.0,8.0,4.0,8.5
Roman Safiullin,Clay,A,1.0,1.0,65.0,39.0,23.0,13.0,9.0,3.0,7.0
Roman Safiullin,Clay,M,3.1666666666666665,2.1666666666666665,71.5,49.166666666666664,37.5,11.0,11.333333333333334,3.5,5.333333333333333
Roman Safiullin,Grass,A,6.666666666666667,2.3333333333333335,58.666666666666664,39.333333333333336,28.666666666666668,10.0,9.666666666666666,1.3333333333333333,3.3333333333333335
Roman Safiullin,Grass,G,9.4,5.6,112.4,72.6,53.2,23.0,18.8,4.0,7.2
Roman Safiullin,Hard,A,5.166666666666667,3.1666666666666665,68.5,43.416666666666664,32.333333333333336,12.583333333333334,10.333333333333334,4.583333333333333,6.083333333333333
Roman Safiullin,Hard,G,12.0,4.333333333333333,106.0,64.66666666666667,48.333333333333336,22.333333333333332,18.333333333333332,2.0,5.666666666666667
Roman Safiullin,Hard,M,5.0,3.888888888888889,74.0,44.55555555555556,31.22222222222222,14.555555555555555,11.333333333333334,4.0,6.555555555555555
Rudolf Molleker,Clay,A,5.0,0.0,70.0,50.0,32.0,6.0,10.0,5.0,8.0
Ryan Peniston,Grass,A,2.0,2.6666666666666665,54.666666666666664,30.333333333333332,22.666666666666668,13.0,8.666666666666666,3.6666666666666665,5.666666666666667
Ryan Peniston,Grass,G,2.0,4.0,71.0,37.0,23.0,11.0,11.0,6.0,13.0
Sasi Kumar Mukund,Grass,A,1.0,0.0,44.0,25.0,13.0,9.0,8.0,1.0,5.0
Sasi Kumar Mukund,Hard,A,1.0,1.0,67.0,44.0,27.0,7.0,11.0,5.0,10.0
Sebastian Baez,Clay,A,1.8,1.64,70.92,49.84,32.68,11.84,11.0,3.84,6.48
Sebastian Baez,Clay,G,1.0,4.0,140.0,101.0,59.0,21.0,25.0,8.0,17.0
Sebastian Baez,Clay,M,1.8,1.2,74.4,51.4,34.0,13.6,11.8,3.4,5.8
Sebastian Baez,Grass,A,1.5,1.0,60.5,45.0,30.5,8.0,9.5,2.0,3.5
Sebastian Baez,Grass,G,3.0,7.0,159.0,117.0,80.0,21.0,22.0,8.0,10.0
Sebastian Baez,Hard,A,3.0,1.3333333333333333,76.16666666666667,57.166666666666664,37.083333333333336,9.0,11.583333333333334,4.25,7.0
Sebastian Baez,Hard,G,2.5,2.0,98.25,71.5,46.75,14.0,15.5,5.0,8.0
Sebastian Baez,Hard,M,1.5,0.8333333333333334,54.666666666666664,40.333333333333336,25.0,6.666666666666667,9.166666666666666,2.3333333333333335,5.166666666666667
Sebastian Korda,Clay,G,3.5,3.0,110.0,69.5,41.5,20.0,16.0,4.5,9.5
Sebastian Korda,Clay,M,6.0,2.5,78.5,47.0,32.0,14.0,11.0,5.5,9.0
Sebastian Korda,Grass,A,11.0,3.25,65.0,38.5,31.75,13.0,10.5,2.25,3.5
Sebastian Korda,Grass,G,19.0,3.0,114.0,75.0,57.0,23.0,20.0,1.0,4.0
Sebastian Korda,Hard,A,10.68421052631579,2.0,74.52631578947368,44.94736842105263,35.31578947368421,15.473684210526315,11.631578947368421,3.263157894736842,4.7894736842105265
Sebastian Korda,Hard,G,8.166666666666666,4.333333333333333,121.0,72.0,51.666666666666664,26.666666666666668,18.833333333333332,7.166666666666667,10.333333333333334
Sebastian Korda,Hard,M,6.444444444444445,1.1111111111111112,74.77777777777777,51.111111111111114,37.55555555555556,13.555555555555555,11.666666666666666,2.111111111111111,3.6666666666666665
Sebastian Ofner,Clay,A,4.333333333333333,3.5,88.0,47.166666666666664,32.5,18.666666666666668,13.166666666666666,6.833333333333333,10.833333333333334
Sebastian Ofner,Clay,G,6.0,6.25,109.0,59.75,41.75,22.75,17.0,5.5,11.25
Sebastian Ofner,Grass,G,7.0,7.0,101.0,64.0,46.0,18.0,15.0,7.0,10.0
Sebastian Ofner,Hard,A,6.545454545454546,2.3636363636363638,78.72727272727273,45.63636363636363,33.81818181818182,16.545454545454547,12.363636363636363,4.545454545454546,7.090909090909091
Sebastian Ofner,Hard,G,12.0,4.0,107.5,68.0,48.0,17.5,18.0,3.0,8.0
